EnglishDate,NepaliDate,Max,Min,Wind,Rain,Humidity,Cloud,Pressure
8/10/2010,22/06/2067,18 °c,8 °c,12 km/hSE,0.0 mm,36%,10%,1013 mb
8/10/2011,21/06/2068,15 °c,4 °c,7 km/hSSE,0.5 mm,48%,42%,1015 mb
8/10/2012,22/06/2069,11 °c,2 °c,7 km/hESE,0.1 mm,48%,3%,1011 mb
8/10/2013,22/06/2070,17 °c,7 °c,7 km/hE,0.0 mm,44%,1%,1020 mb
8/10/2014,22/06/2071,13 °c,2 °c,6 km/hE,0.0 mm,31%,0%,1018 mb
8/10/2015,21/06/2072,10 °c,2 °c,3 km/hSSW,5.5 mm,55%,38%,1014 mb
8/10/2016,22/06/2073,16 °c,6 °c,5 km/hSSW,5.4 mm,48%,18%,1019 mb
8/10/2017,22/06/2074,14 °c,2 °c,4 km/hWSW,0.9 mm,42%,10%,1013 mb
8/10/2018,22/06/2075,17 °c,4 °c,8 km/hWNW,2.7 mm,59%,11%,1011 mb
8/10/2019,21/06/2076,12 °c,2 °c,6 km/hWSW,9.6 mm,69%,35%,1015 mb
8/10/2020,22/06/2077,23 °c,11 °c,7 km/hSSW,3.6 mm,52%,56%,1015 mb
8/10/2021,22/06/2078,26 °c,12 °c,8 km/hS,0.0 mm,19%,0%,1015 mb
8/10/2022,22/06/2079,25 °c,12 °c,10 km/hWSW,0.0 mm,42%,11%,1015 mb
8/10/2023,21/06/2080,31 °c,15 °c,10 km/hWSW,0.0 mm,27%,2%,1017 mb
9/10/2009,23/06/2066,19 °c,6 °c,9 km/hS,0.0 mm,51%,2%,1014 mb
9/10/2010,23/06/2067,18 °c,8 °c,12 km/hSE,0.0 mm,36%,10%,1013 mb
9/10/2011,22/06/2068,15 °c,4 °c,7 km/hSSE,0.5 mm,48%,42%,1015 mb
9/10/2012,23/06/2069,11 °c,2 °c,7 km/hESE,0.1 mm,48%,3%,1011 mb
9/10/2013,23/06/2070,17 °c,7 °c,7 km/hE,0.0 mm,44%,1%,1020 mb
9/10/2014,23/06/2071,13 °c,2 °c,6 km/hE,0.0 mm,31%,0%,1018 mb
9/10/2015,22/06/2072,10 °c,2 °c,3 km/hSSW,5.5 mm,55%,38%,1014 mb
9/10/2016,23/06/2073,16 °c,6 °c,5 km/hSSW,5.4 mm,48%,18%,1019 mb
9/10/2017,23/06/2074,14 °c,2 °c,4 km/hWSW,0.9 mm,42%,10%,1013 mb
9/10/2018,23/06/2075,17 °c,4 °c,8 km/hWNW,2.7 mm,59%,11%,1011 mb
9/10/2019,22/06/2076,12 °c,2 °c,6 km/hWSW,9.6 mm,69%,35%,1015 mb
9/10/2020,23/06/2077,23 °c,11 °c,7 km/hSSW,3.6 mm,52%,56%,1015 mb
9/10/2021,23/06/2078,26 °c,12 °c,8 km/hS,0.0 mm,19%,0%,1015 mb
9/10/2022,23/06/2079,25 °c,12 °c,10 km/hWSW,0.0 mm,42%,11%,1015 mb
9/10/2023,22/06/2080,31 °c,15 °c,10 km/hWSW,0.0 mm,27%,2%,1017 mb
10/10/2009,24/06/2066,19 °c,6 °c,9 km/hS,0.0 mm,51%,2%,1014 mb
10/10/2010,24/06/2067,18 °c,8 °c,12 km/hSE,0.0 mm,36%,10%,1013 mb
10/10/2011,23/06/2068,15 °c,4 °c,7 km/hSSE,0.5 mm,48%,42%,1015 mb
10/10/2012,24/06/2069,11 °c,2 °c,7 km/hESE,0.1 mm,48%,3%,1011 mb
10/10/2013,24/06/2070,17 °c,7 °c,7 km/hE,0.0 mm,44%,1%,1020 mb
10/10/2014,24/06/2071,13 °c,2 °c,6 km/hE,0.0 mm,31%,0%,1018 mb
10/10/2015,23/06/2072,10 °c,2 °c,3 km/hSSW,5.5 mm,55%,38%,1014 mb
10/10/2016,24/06/2073,16 °c,6 °c,5 km/hSSW,5.4 mm,48%,18%,1019 mb
10/10/2017,24/06/2074,14 °c,2 °c,4 km/hWSW,0.9 mm,42%,10%,1013 mb
10/10/2018,24/06/2075,17 °c,4 °c,8 km/hWNW,2.7 mm,59%,11%,1011 mb
10/10/2019,23/06/2076,12 °c,2 °c,6 km/hWSW,9.6 mm,69%,35%,1015 mb
10/10/2020,24/06/2077,23 °c,11 °c,7 km/hSSW,3.6 mm,52%,56%,1015 mb
10/10/2021,24/06/2078,26 °c,12 °c,8 km/hS,0.0 mm,19%,0%,1015 mb
10/10/2022,24/06/2079,25 °c,12 °c,10 km/hWSW,0.0 mm,42%,11%,1015 mb
10/10/2023,23/06/2080,31 °c,15 °c,10 km/hWSW,0.0 mm,27%,2%,1017 mb
11/10/2009,25/06/2066,19 °c,6 °c,9 km/hS,0.0 mm,51%,2%,1014 mb
11/10/2010,25/06/2067,18 °c,8 °c,12 km/hSE,0.0 mm,36%,10%,1013 mb
11/10/2011,24/06/2068,15 °c,4 °c,7 km/hSSE,0.5 mm,48%,42%,1015 mb
11/10/2012,25/06/2069,11 °c,2 °c,7 km/hESE,0.1 mm,48%,3%,1011 mb
11/10/2013,25/06/2070,17 °c,7 °c,7 km/hE,0.0 mm,44%,1%,1020 mb
11/10/2014,25/06/2071,13 °c,2 °c,6 km/hE,0.0 mm,31%,0%,1018 mb
11/10/2015,24/06/2072,10 °c,2 °c,3 km/hSSW,5.5 mm,55%,38%,1014 mb
11/10/2016,25/06/2073,16 °c,6 °c,5 km/hSSW,5.4 mm,48%,18%,1019 mb
11/10/2017,25/06/2074,14 °c,2 °c,4 km/hWSW,0.9 mm,42%,10%,1013 mb
11/10/2018,25/06/2075,17 °c,4 °c,8 km/hWNW,2.7 mm,59%,11%,1011 mb
11/10/2019,24/06/2076,12 °c,2 °c,6 km/hWSW,9.6 mm,69%,35%,1015 mb
11/10/2020,25/06/2077,23 °c,11 °c,7 km/hSSW,3.6 mm,52%,56%,1015 mb
11/10/2021,25/06/2078,26 °c,12 °c,8 km/hS,0.0 mm,19%,0%,1015 mb
11/10/2022,25/06/2079,25 °c,12 °c,10 km/hWSW,0.0 mm,42%,11%,1015 mb
11/10/2023,24/06/2080,31 °c,15 °c,10 km/hWSW,0.0 mm,27%,2%,1017 mb
12/10/2009,26/06/2066,19 °c,6 °c,9 km/hS,0.0 mm,51%,2%,1014 mb
12/10/2010,26/06/2067,18 °c,8 °c,12 km/hSE,0.0 mm,36%,10%,1013 mb
12/10/2011,25/06/2068,15 °c,4 °c,7 km/hSSE,0.5 mm,48%,42%,1015 mb
12/10/2012,26/06/2069,11 °c,2 °c,7 km/hESE,0.1 mm,48%,3%,1011 mb
12/10/2013,26/06/2070,17 °c,7 °c,7 km/hE,0.0 mm,44%,1%,1020 mb
12/10/2014,26/06/2071,13 °c,2 °c,6 km/hE,0.0 mm,31%,0%,1018 mb
12/10/2015,25/06/2072,10 °c,2 °c,3 km/hSSW,5.5 mm,55%,38%,1014 mb
12/10/2016,26/06/2073,16 °c,6 °c,5 km/hSSW,5.4 mm,48%,18%,1019 mb
12/10/2017,26/06/2074,14 °c,2 °c,4 km/hWSW,0.9 mm,42%,10%,1013 mb
12/10/2018,26/06/2075,17 °c,4 °c,8 km/hWNW,2.7 mm,59%,11%,1011 mb
12/10/2019,25/06/2076,12 °c,2 °c,6 km/hWSW,9.6 mm,69%,35%,1015 mb
12/10/2020,26/06/2077,23 °c,11 °c,7 km/hSSW,3.6 mm,52%,56%,1015 mb
12/10/2021,26/06/2078,26 °c,12 °c,8 km/hS,0.0 mm,19%,0%,1015 mb
12/10/2022,26/06/2079,25 °c,12 °c,10 km/hWSW,0.0 mm,42%,11%,1015 mb
12/10/2023,25/06/2080,31 °c,15 °c,10 km/hWSW,0.0 mm,27%,2%,1017 mb
13/10/2009,27/06/2066,19 °c,6 °c,9 km/hS,0.0 mm,51%,2%,1014 mb
13/10/2010,27/06/2067,18 °c,8 °c,12 km/hSE,0.0 mm,36%,10%,1013 mb
13/10/2011,26/06/2068,15 °c,4 °c,7 km/hSSE,0.5 mm,48%,42%,1015 mb
13/10/2012,27/06/2069,11 °c,2 °c,7 km/hESE,0.1 mm,48%,3%,1011 mb
13/10/2013,27/06/2070,17 °c,7 °c,7 km/hE,0.0 mm,44%,1%,1020 mb
13/10/2014,27/06/2071,13 °c,2 °c,6 km/hE,0.0 mm,31%,0%,1018 mb
13/10/2015,26/06/2072,10 °c,2 °c,3 km/hSSW,5.5 mm,55%,38%,1014 mb
13/10/2016,27/06/2073,16 °c,6 °c,5 km/hSSW,5.4 mm,48%,18%,1019 mb
13/10/2017,27/06/2074,14 °c,2 °c,4 km/hWSW,0.9 mm,42%,10%,1013 mb
13/10/2018,27/06/2075,17 °c,4 °c,8 km/hWNW,2.7 mm,59%,11%,1011 mb
13/10/2019,26/06/2076,12 °c,2 °c,6 km/hWSW,9.6 mm,69%,35%,1015 mb
13/10/2020,27/06/2077,23 °c,11 °c,7 km/hSSW,3.6 mm,52%,56%,1015 mb
13/10/2021,27/06/2078,26 °c,12 °c,8 km/hS,0.0 mm,19%,0%,1015 mb
13/10/2022,27/06/2079,25 °c,12 °c,10 km/hWSW,0.0 mm,42%,11%,1015 mb
13/10/2023,26/06/2080,31 °c,15 °c,10 km/hWSW,0.0 mm,27%,2%,1017 mb
14/10/2009,28/06/2066,19 °c,6 °c,9 km/hS,0.0 mm,51%,2%,1014 mb
14/10/2010,28/06/2067,18 °c,8 °c,12 km/hSE,0.0 mm,36%,10%,1013 mb
14/10/2011,27/06/2068,15 °c,4 °c,7 km/hSSE,0.5 mm,48%,42%,1015 mb
14/10/2012,28/06/2069,11 °c,2 °c,7 km/hESE,0.1 mm,48%,3%,1011 mb
14/10/2013,28/06/2070,17 °c,7 °c,7 km/hE,0.0 mm,44%,1%,1020 mb
14/10/2014,28/06/2071,13 °c,2 °c,6 km/hE,0.0 mm,31%,0%,1018 mb
14/10/2015,27/06/2072,10 °c,2 °c,3 km/hSSW,5.5 mm,55%,38%,1014 mb
14/10/2016,28/06/2073,16 °c,6 °c,5 km/hSSW,5.4 mm,48%,18%,1019 mb
14/10/2017,28/06/2074,14 °c,2 °c,4 km/hWSW,0.9 mm,42%,10%,1013 mb
14/10/2018,28/06/2075,17 °c,4 °c,8 km/hWNW,2.7 mm,59%,11%,1011 mb
14/10/2019,27/06/2076,12 °c,2 °c,6 km/hWSW,9.6 mm,69%,35%,1015 mb
14/10/2020,28/06/2077,23 °c,11 °c,7 km/hSSW,3.6 mm,52%,56%,1015 mb
14/10/2021,28/06/2078,26 °c,12 °c,8 km/hS,0.0 mm,19%,0%,1015 mb
14/10/2022,28/06/2079,25 °c,12 °c,10 km/hWSW,0.0 mm,42%,11%,1015 mb
14/10/2023,27/06/2080,31 °c,15 °c,10 km/hWSW,0.0 mm,27%,2%,1017 mb
15/10/2009,29/06/2066,19 °c,6 °c,9 km/hS,0.0 mm,51%,2%,1014 mb
15/10/2010,29/06/2067,18 °c,8 °c,12 km/hSE,0.0 mm,36%,10%,1013 mb
15/10/2011,28/06/2068,15 °c,4 °c,7 km/hSSE,0.5 mm,48%,42%,1015 mb
15/10/2012,29/06/2069,11 °c,2 °c,7 km/hESE,0.1 mm,48%,3%,1011 mb
15/10/2013,29/06/2070,17 °c,7 °c,7 km/hE,0.0 mm,44%,1%,1020 mb
15/10/2014,29/06/2071,13 °c,2 °c,6 km/hE,0.0 mm,31%,0%,1018 mb
15/10/2015,28/06/2072,10 °c,2 °c,3 km/hSSW,5.5 mm,55%,38%,1014 mb
15/10/2016,29/06/2073,16 °c,6 °c,5 km/hSSW,5.4 mm,48%,18%,1019 mb
15/10/2017,29/06/2074,14 °c,2 °c,4 km/hWSW,0.9 mm,42%,10%,1013 mb
15/10/2018,29/06/2075,17 °c,4 °c,8 km/hWNW,2.7 mm,59%,11%,1011 mb
15/10/2019,28/06/2076,12 °c,2 °c,6 km/hWSW,9.6 mm,69%,35%,1015 mb
15/10/2020,29/06/2077,23 °c,11 °c,7 km/hSSW,3.6 mm,52%,56%,1015 mb
15/10/2021,29/06/2078,26 °c,12 °c,8 km/hS,0.0 mm,19%,0%,1015 mb
15/10/2022,29/06/2079,25 °c,12 °c,10 km/hWSW,0.0 mm,42%,11%,1015 mb
15/10/2023,28/06/2080,31 °c,15 °c,10 km/hWSW,0.0 mm,27%,2%,1017 mb
16/10/2009,30/06/2066,19 °c,6 °c,9 km/hS,0.0 mm,51%,2%,1014 mb
16/10/2010,30/06/2067,18 °c,8 °c,12 km/hSE,0.0 mm,36%,10%,1013 mb
16/10/2011,29/06/2068,15 °c,4 °c,7 km/hSSE,0.5 mm,48%,42%,1015 mb
16/10/2012,30/06/2069,11 °c,2 °c,7 km/hESE,0.1 mm,48%,3%,1011 mb
16/10/2013,30/06/2070,17 °c,7 °c,7 km/hE,0.0 mm,44%,1%,1020 mb
16/10/2014,30/06/2071,13 °c,2 °c,6 km/hE,0.0 mm,31%,0%,1018 mb
16/10/2015,29/06/2072,10 °c,2 °c,3 km/hSSW,5.5 mm,55%,38%,1014 mb
16/10/2016,30/06/2073,16 °c,6 °c,5 km/hSSW,5.4 mm,48%,18%,1019 mb
16/10/2017,30/06/2074,14 °c,2 °c,4 km/hWSW,0.9 mm,42%,10%,1013 mb
16/10/2018,30/06/2075,17 °c,4 °c,8 km/hWNW,2.7 mm,59%,11%,1011 mb
16/10/2019,29/06/2076,12 °c,2 °c,6 km/hWSW,9.6 mm,69%,35%,1015 mb
16/10/2020,30/06/2077,23 °c,11 °c,7 km/hSSW,3.6 mm,52%,56%,1015 mb
16/10/2021,30/06/2078,26 °c,12 °c,8 km/hS,0.0 mm,19%,0%,1015 mb
16/10/2022,30/06/2079,25 °c,12 °c,10 km/hWSW,0.0 mm,42%,11%,1015 mb
16/10/2023,29/06/2080,31 °c,15 °c,10 km/hWSW,0.0 mm,27%,2%,1017 mb
17/10/2009,2066-6-31,19 °c,6 °c,9 km/hS,0.0 mm,51%,2%,1014 mb
17/10/2010,2067-6-31,18 °c,8 °c,12 km/hSE,0.0 mm,36%,10%,1013 mb
17/10/2011,30/06/2068,15 °c,4 °c,7 km/hSSE,0.5 mm,48%,42%,1015 mb
17/10/2012,1/7/2069,11 °c,2 °c,7 km/hESE,0.1 mm,48%,3%,1011 mb
17/10/2013,2070-6-31,17 °c,7 °c,7 km/hE,0.0 mm,44%,1%,1020 mb
17/10/2014,2071-6-31,13 °c,2 °c,6 km/hE,0.0 mm,31%,0%,1018 mb
17/10/2015,30/06/2072,10 °c,2 °c,3 km/hSSW,5.5 mm,55%,38%,1014 mb
17/10/2016,1/7/2073,16 °c,6 °c,5 km/hSSW,5.4 mm,48%,18%,1019 mb
17/10/2017,2074-6-31,14 °c,2 °c,4 km/hWSW,0.9 mm,42%,10%,1013 mb
17/10/2018,2075-6-31,17 °c,4 °c,8 km/hWNW,2.7 mm,59%,11%,1011 mb
17/10/2019,30/06/2076,12 °c,2 °c,6 km/hWSW,9.6 mm,69%,35%,1015 mb
17/10/2020,1/7/2077,23 °c,11 °c,7 km/hSSW,3.6 mm,52%,56%,1015 mb
17/10/2021,2078-6-31,26 °c,12 °c,8 km/hS,0.0 mm,19%,0%,1015 mb
17/10/2022,2079-6-31,25 °c,12 °c,10 km/hWSW,0.0 mm,42%,11%,1015 mb
17/10/2023,30/06/2080,31 °c,15 °c,10 km/hWSW,0.0 mm,27%,2%,1017 mb
18/10/2009,1/7/2066,19 °c,6 °c,9 km/hS,0.0 mm,51%,2%,1014 mb
18/10/2010,1/7/2067,18 °c,8 °c,12 km/hSE,0.0 mm,36%,10%,1013 mb
18/10/2011,1/7/2068,15 °c,4 °c,7 km/hSSE,0.5 mm,48%,42%,1015 mb
18/10/2012,2/7/2069,11 °c,2 °c,7 km/hESE,0.1 mm,48%,3%,1011 mb
18/10/2013,1/7/2070,17 °c,7 °c,7 km/hE,0.0 mm,44%,1%,1020 mb
18/10/2014,1/7/2071,13 °c,2 °c,6 km/hE,0.0 mm,31%,0%,1018 mb
18/10/2015,1/7/2072,10 °c,2 °c,3 km/hSSW,5.5 mm,55%,38%,1014 mb
18/10/2016,2/7/2073,16 °c,6 °c,5 km/hSSW,5.4 mm,48%,18%,1019 mb
18/10/2017,1/7/2074,14 °c,2 °c,4 km/hWSW,0.9 mm,42%,10%,1013 mb
18/10/2018,1/7/2075,17 °c,4 °c,8 km/hWNW,2.7 mm,59%,11%,1011 mb
18/10/2019,1/7/2076,12 °c,2 °c,6 km/hWSW,9.6 mm,69%,35%,1015 mb
18/10/2020,2/7/2077,23 °c,11 °c,7 km/hSSW,3.6 mm,52%,56%,1015 mb
18/10/2021,1/7/2078,26 °c,12 °c,8 km/hS,0.0 mm,19%,0%,1015 mb
18/10/2022,1/7/2079,25 °c,12 °c,10 km/hWSW,0.0 mm,42%,11%,1015 mb
18/10/2023,1/7/2080,31 °c,15 °c,10 km/hWSW,0.0 mm,27%,2%,1017 mb
19/10/2009,2/7/2066,19 °c,6 °c,9 km/hS,0.0 mm,51%,2%,1014 mb
19/10/2010,2/7/2067,18 °c,8 °c,12 km/hSE,0.0 mm,36%,10%,1013 mb
19/10/2011,2/7/2068,15 °c,4 °c,7 km/hSSE,0.5 mm,48%,42%,1015 mb
19/10/2012,3/7/2069,11 °c,2 °c,7 km/hESE,0.1 mm,48%,3%,1011 mb
19/10/2013,2/7/2070,17 °c,7 °c,7 km/hE,0.0 mm,44%,1%,1020 mb
19/10/2014,2/7/2071,13 °c,2 °c,6 km/hE,0.0 mm,31%,0%,1018 mb
19/10/2015,2/7/2072,10 °c,2 °c,3 km/hSSW,5.5 mm,55%,38%,1014 mb
19/10/2016,3/7/2073,16 °c,6 °c,5 km/hSSW,5.4 mm,48%,18%,1019 mb
19/10/2017,2/7/2074,14 °c,2 °c,4 km/hWSW,0.9 mm,42%,10%,1013 mb
19/10/2018,2/7/2075,17 °c,4 °c,8 km/hWNW,2.7 mm,59%,11%,1011 mb
19/10/2019,2/7/2076,12 °c,2 °c,6 km/hWSW,9.6 mm,69%,35%,1015 mb
19/10/2020,3/7/2077,23 °c,11 °c,7 km/hSSW,3.6 mm,52%,56%,1015 mb
19/10/2021,2/7/2078,26 °c,12 °c,8 km/hS,0.0 mm,19%,0%,1015 mb
19/10/2022,2/7/2079,25 °c,12 °c,10 km/hWSW,0.0 mm,42%,11%,1015 mb
19/10/2023,2/7/2080,31 °c,15 °c,10 km/hWSW,0.0 mm,27%,2%,1017 mb
20/10/2009,3/7/2066,19 °c,6 °c,9 km/hS,0.0 mm,51%,2%,1014 mb
20/10/2010,3/7/2067,18 °c,8 °c,12 km/hSE,0.0 mm,36%,10%,1013 mb
20/10/2011,3/7/2068,15 °c,4 °c,7 km/hSSE,0.5 mm,48%,42%,1015 mb
20/10/2012,4/7/2069,11 °c,2 °c,7 km/hESE,0.1 mm,48%,3%,1011 mb
20/10/2013,3/7/2070,17 °c,7 °c,7 km/hE,0.0 mm,44%,1%,1020 mb
20/10/2014,3/7/2071,13 °c,2 °c,6 km/hE,0.0 mm,31%,0%,1018 mb
20/10/2015,3/7/2072,10 °c,2 °c,3 km/hSSW,5.5 mm,55%,38%,1014 mb
20/10/2016,4/7/2073,16 °c,6 °c,5 km/hSSW,5.4 mm,48%,18%,1019 mb
20/10/2017,3/7/2074,14 °c,2 °c,4 km/hWSW,0.9 mm,42%,10%,1013 mb
20/10/2018,3/7/2075,17 °c,4 °c,8 km/hWNW,2.7 mm,59%,11%,1011 mb
20/10/2019,3/7/2076,12 °c,2 °c,6 km/hWSW,9.6 mm,69%,35%,1015 mb
20/10/2020,4/7/2077,23 °c,11 °c,7 km/hSSW,3.6 mm,52%,56%,1015 mb
20/10/2021,3/7/2078,26 °c,12 °c,8 km/hS,0.0 mm,19%,0%,1015 mb
20/10/2022,3/7/2079,25 °c,12 °c,10 km/hWSW,0.0 mm,42%,11%,1015 mb
20/10/2023,3/7/2080,31 °c,15 °c,10 km/hWSW,0.0 mm,27%,2%,1017 mb
21/10/2009,4/7/2066,19 °c,6 °c,9 km/hS,0.0 mm,51%,2%,1014 mb
21/10/2010,4/7/2067,18 °c,8 °c,12 km/hSE,0.0 mm,36%,10%,1013 mb
21/10/2011,4/7/2068,15 °c,4 °c,7 km/hSSE,0.5 mm,48%,42%,1015 mb
21/10/2012,5/7/2069,11 °c,2 °c,7 km/hESE,0.1 mm,48%,3%,1011 mb
21/10/2013,4/7/2070,17 °c,7 °c,7 km/hE,0.0 mm,44%,1%,1020 mb
21/10/2014,4/7/2071,13 °c,2 °c,6 km/hE,0.0 mm,31%,0%,1018 mb
21/10/2015,4/7/2072,10 °c,2 °c,3 km/hSSW,5.5 mm,55%,38%,1014 mb
21/10/2016,5/7/2073,16 °c,6 °c,5 km/hSSW,5.4 mm,48%,18%,1019 mb
21/10/2017,4/7/2074,14 °c,2 °c,4 km/hWSW,0.9 mm,42%,10%,1013 mb
21/10/2018,4/7/2075,17 °c,4 °c,8 km/hWNW,2.7 mm,59%,11%,1011 mb
21/10/2019,4/7/2076,12 °c,2 °c,6 km/hWSW,9.6 mm,69%,35%,1015 mb
21/10/2020,5/7/2077,23 °c,11 °c,7 km/hSSW,3.6 mm,52%,56%,1015 mb
21/10/2021,4/7/2078,26 °c,12 °c,8 km/hS,0.0 mm,19%,0%,1015 mb
21/10/2022,4/7/2079,25 °c,12 °c,10 km/hWSW,0.0 mm,42%,11%,1015 mb
21/10/2023,4/7/2080,31 °c,15 °c,10 km/hWSW,0.0 mm,27%,2%,1017 mb
22/10/2009,5/7/2066,19 °c,6 °c,9 km/hS,0.0 mm,51%,2%,1014 mb
22/10/2010,5/7/2067,18 °c,8 °c,12 km/hSE,0.0 mm,36%,10%,1013 mb
22/10/2011,5/7/2068,15 °c,4 °c,7 km/hSSE,0.5 mm,48%,42%,1015 mb
22/10/2012,6/7/2069,11 °c,2 °c,7 km/hESE,0.1 mm,48%,3%,1011 mb
22/10/2013,5/7/2070,17 °c,7 °c,7 km/hE,0.0 mm,44%,1%,1020 mb
22/10/2014,5/7/2071,13 °c,2 °c,6 km/hE,0.0 mm,31%,0%,1018 mb
22/10/2015,5/7/2072,10 °c,2 °c,3 km/hSSW,5.5 mm,55%,38%,1014 mb
22/10/2016,6/7/2073,16 °c,6 °c,5 km/hSSW,5.4 mm,48%,18%,1019 mb
22/10/2017,5/7/2074,14 °c,2 °c,4 km/hWSW,0.9 mm,42%,10%,1013 mb
22/10/2018,5/7/2075,17 °c,4 °c,8 km/hWNW,2.7 mm,59%,11%,1011 mb
22/10/2019,5/7/2076,12 °c,2 °c,6 km/hWSW,9.6 mm,69%,35%,1015 mb
22/10/2020,6/7/2077,23 °c,11 °c,7 km/hSSW,3.6 mm,52%,56%,1015 mb
22/10/2021,5/7/2078,26 °c,12 °c,8 km/hS,0.0 mm,19%,0%,1015 mb
22/10/2022,5/7/2079,25 °c,12 °c,10 km/hWSW,0.0 mm,42%,11%,1015 mb
22/10/2023,5/7/2080,31 °c,15 °c,10 km/hWSW,0.0 mm,27%,2%,1017 mb
23/10/2009,6/7/2066,19 °c,6 °c,9 km/hS,0.0 mm,51%,2%,1014 mb
23/10/2010,6/7/2067,18 °c,8 °c,12 km/hSE,0.0 mm,36%,10%,1013 mb
23/10/2011,6/7/2068,15 °c,4 °c,7 km/hSSE,0.5 mm,48%,42%,1015 mb
23/10/2012,7/7/2069,11 °c,2 °c,7 km/hESE,0.1 mm,48%,3%,1011 mb
23/10/2013,6/7/2070,17 °c,7 °c,7 km/hE,0.0 mm,44%,1%,1020 mb
23/10/2014,6/7/2071,13 °c,2 °c,6 km/hE,0.0 mm,31%,0%,1018 mb
23/10/2015,6/7/2072,10 °c,2 °c,3 km/hSSW,5.5 mm,55%,38%,1014 mb
23/10/2016,7/7/2073,16 °c,6 °c,5 km/hSSW,5.4 mm,48%,18%,1019 mb
23/10/2017,6/7/2074,14 °c,2 °c,4 km/hWSW,0.9 mm,42%,10%,1013 mb
23/10/2018,6/7/2075,17 °c,4 °c,8 km/hWNW,2.7 mm,59%,11%,1011 mb
23/10/2019,6/7/2076,12 °c,2 °c,6 km/hWSW,9.6 mm,69%,35%,1015 mb
23/10/2020,7/7/2077,23 °c,11 °c,7 km/hSSW,3.6 mm,52%,56%,1015 mb
23/10/2021,6/7/2078,26 °c,12 °c,8 km/hS,0.0 mm,19%,0%,1015 mb
23/10/2022,6/7/2079,25 °c,12 °c,10 km/hWSW,0.0 mm,42%,11%,1015 mb
23/10/2023,6/7/2080,31 °c,15 °c,10 km/hWSW,0.0 mm,27%,2%,1017 mb
24/10/2009,7/7/2066,19 °c,6 °c,9 km/hS,0.0 mm,51%,2%,1014 mb
24/10/2010,7/7/2067,18 °c,8 °c,12 km/hSE,0.0 mm,36%,10%,1013 mb
24/10/2011,7/7/2068,15 °c,4 °c,7 km/hSSE,0.5 mm,48%,42%,1015 mb
24/10/2012,8/7/2069,11 °c,2 °c,7 km/hESE,0.1 mm,48%,3%,1011 mb
24/10/2013,7/7/2070,17 °c,7 °c,7 km/hE,0.0 mm,44%,1%,1020 mb
24/10/2014,7/7/2071,13 °c,2 °c,6 km/hE,0.0 mm,31%,0%,1018 mb
24/10/2015,7/7/2072,10 °c,2 °c,3 km/hSSW,5.5 mm,55%,38%,1014 mb
24/10/2016,8/7/2073,16 °c,6 °c,5 km/hSSW,5.4 mm,48%,18%,1019 mb
24/10/2017,7/7/2074,14 °c,2 °c,4 km/hWSW,0.9 mm,42%,10%,1013 mb
24/10/2018,7/7/2075,17 °c,4 °c,8 km/hWNW,2.7 mm,59%,11%,1011 mb
24/10/2019,7/7/2076,12 °c,2 °c,6 km/hWSW,9.6 mm,69%,35%,1015 mb
24/10/2020,8/7/2077,23 °c,11 °c,7 km/hSSW,3.6 mm,52%,56%,1015 mb
24/10/2021,7/7/2078,26 °c,12 °c,8 km/hS,0.0 mm,19%,0%,1015 mb
24/10/2022,7/7/2079,25 °c,12 °c,10 km/hWSW,0.0 mm,42%,11%,1015 mb
24/10/2023,7/7/2080,31 °c,15 °c,10 km/hWSW,0.0 mm,27%,2%,1017 mb
25/10/2009,8/7/2066,19 °c,6 °c,9 km/hS,0.0 mm,51%,2%,1014 mb
25/10/2010,8/7/2067,18 °c,8 °c,12 km/hSE,0.0 mm,36%,10%,1013 mb
25/10/2011,8/7/2068,15 °c,4 °c,7 km/hSSE,0.5 mm,48%,42%,1015 mb
25/10/2012,9/7/2069,11 °c,2 °c,7 km/hESE,0.1 mm,48%,3%,1011 mb
25/10/2013,8/7/2070,17 °c,7 °c,7 km/hE,0.0 mm,44%,1%,1020 mb
25/10/2014,8/7/2071,13 °c,2 °c,6 km/hE,0.0 mm,31%,0%,1018 mb
25/10/2015,8/7/2072,10 °c,2 °c,3 km/hSSW,5.5 mm,55%,38%,1014 mb
25/10/2016,9/7/2073,16 °c,6 °c,5 km/hSSW,5.4 mm,48%,18%,1019 mb
25/10/2017,8/7/2074,14 °c,2 °c,4 km/hWSW,0.9 mm,42%,10%,1013 mb
25/10/2018,8/7/2075,17 °c,4 °c,8 km/hWNW,2.7 mm,59%,11%,1011 mb
25/10/2019,8/7/2076,12 °c,2 °c,6 km/hWSW,9.6 mm,69%,35%,1015 mb
25/10/2020,9/7/2077,23 °c,11 °c,7 km/hSSW,3.6 mm,52%,56%,1015 mb
25/10/2021,8/7/2078,26 °c,12 °c,8 km/hS,0.0 mm,19%,0%,1015 mb
25/10/2022,8/7/2079,25 °c,12 °c,10 km/hWSW,0.0 mm,42%,11%,1015 mb
25/10/2023,8/7/2080,31 °c,15 °c,10 km/hWSW,0.0 mm,27%,2%,1017 mb
26/10/2009,9/7/2066,19 °c,6 °c,9 km/hS,0.0 mm,51%,2%,1014 mb
26/10/2010,9/7/2067,18 °c,8 °c,12 km/hSE,0.0 mm,36%,10%,1013 mb
